player_id,fpl_element_id,fpl_player_code,web_name,full_name,team_id,position_id,price_m,selected_by_percent,status,total_points,minutes,form,points_per_game
561,561,622758,Anselmino,Aaron Anselmino,8,2,4.5,0.0,a,0,0,0.0,0.0
562,562,442967,Maeda,Daizen Maeda,15,3,5.3,0.2,a,8,259,1.5,1.6
563,563,445028,Morita,Hidemasa Morita,14,3,5.0,0.0,i,1,45,0.2,1.0
564,564,240514,Scherpen,Kjell Scherpen,15,1,4.5,0.6,a,7,360,1.2,1.8
565,565,513545,M.Sangaré,Mamadou Sangaré,4,3,5.6,10.1,a,22,321,2.0,4.4
566,566,483067,Silva,António João Pereira de Albuquerque Tavares da Silva,1,2,5.0,0.4,a,13,450,2.8,2.6
567,567,470551,Horníček,Lukás Hornícek,23,1,5.0,1.5,a,14,450,3.2,2.8
568,568,543158,Barco,Valentín Barco,8,3,5.4,0.1,a,3,115,0.6,1.0
569,569,551466,Gonzalo,Gonzalo García,12,4,6.0,3.8,a,14,425,2.8,2.8
570,570,571779,Palacios,César Palacios,12,3,5.4,0.2,a,12,226,2.4,3.0
571,571,216055,Florentino,Florentino Ibrain Morris Luís,15,3,4.8,0.1,a,2,30,0.5,1.0
572,572,473284,Tzolakis,Konstantinos Tzolakis,14,1,4.6,12.4,a,34,450,6.0,6.8
573,573,494928,Sanchez,Juanlu Sánchez,1,2,4.4,0.2,a,0,0,0.0,0.0
574,574,552946,Hjertø-Dahl,Jens Hjertø-Dahl,14,3,4.9,0.1,a,1,8,0.2,1.0
575,575,661888,Yirenkyi,Caleb Yirenkyi,9,3,4.8,0.1,a,9,265,2.0,1.8
576,576,608227,Stroud,Elliot Stroud,14,3,5.0,0.1,a,7,249,1.0,1.8
577,577,223723,Tomiyasu,Takehiro Tomiyasu,10,2,4.4,0.3,d,3,189,0.5,0.8
578,578,465920,Mudryk,Mykhailo Mudryk,31,3,5.3,0.0,i,1,16,0.2,1.0
579,579,445087,Araujo,Ronald Araujo,18,2,5.4,3.0,a,22,284,5.2,4.4
580,580,463210,Charles,Shea Charles,12,3,5.0,0.1,a,13,303,2.6,2.6
581,581,568420,Diomande,Ousmane Diomande,25,2,5.4,0.5,a,7,163,1.8,2.3
582,582,690838,Madjo,Brian Madjo,3,4,5.4,0.2,i,0,0,0.0,0.0
583,583,498444,Chavarria,Pep Chavarría,8,2,4.9,0.1,a,5,208,1.0,1.0
584,584,196100,Hamer,Gustavo Hamer,9,3,5.4,0.1,a,3,32,0.5,1.0
585,585,597462,Herrington,Lucas Herrington,14,2,4.0,0.6,a,5,197,1.0,1.0
586,586,606930,Mendy,Nobel Mendy,14,2,4.1,6.3,a,25,249,2.5,6.2
587,587,106921,Rulli,Gerónimo Rulli,20,1,5.0,0.0,a,0,0,0.0,0.0
588,588,570794,Khalaili,Anan Khalaili,10,2,5.0,0.3,a,19,379,4.5,3.8
589,589,469266,Gourna-Douath,Lucas Gourna-Douath,14,3,5.0,0.0,a,4,138,1.0,1.3
590,590,428971,Benda,Steven Benda,25,1,4.5,0.1,a,0,0,0.0,0.0
591,591,474120,Enciso,Julio Enciso,15,3,5.5,0.8,a,15,413,2.5,3.0
592,592,572584,Ouattara,Abdoul Ouattara,15,2,4.0,0.9,a,6,131,1.2,1.2
593,593,463726,Dedić,Amar Dedic,23,2,4.5,1.9,i,13,327,3.0,3.2
594,594,538007,David,Promise David,5,4,5.9,0.2,a,1,23,0.2,0.5
595,595,559152,Gozo,Zavier Gozo,10,3,5.0,0.0,a,2,28,0.5,1.0
596,596,487992,Ruggeri,Matteo Ruggeri,3,2,4.5,0.1,a,5,113,1.0,1.7
597,597,433969,Suzuki,Zion Suzuki,3,1,5.0,1.9,a,16,360,4.0,4.0
598,598,173774,Elvedi,Nico Elvedi,16,2,4.5,0.1,a,13,326,3.2,3.2
599,599,627221,Cherif,Sidiki Cherif,9,4,5.0,0.1,a,1,30,0.2,1.0
600,600,612855,Osman,Ibrahim Osman,5,3,5.0,0.0,a,3,40,0.5,1.0
601,601,611917,Williams-Barnett,Luca Williams-Barnett,31,3,4.5,0.1,a,0,0,0.0,0.0
602,602,524180,Humphreys,Cameron Humphreys,15,3,4.5,0.0,u,0,0,0.0,0.0
603,603,643970,Lienou,Jayden Lienou,16,2,4.0,0.1,a,0,0,0.0,0.0
604,604,592740,Cresswell,Alfie Cresswell,16,3,4.5,0.1,a,0,0,0.0,0.0
605,605,611695,Yalcouyé,Malick Yalcouyé,5,3,4.5,4.0,a,20,236,4.8,4.0
606,606,569577,Rowe,Triston Rowe,3,2,4.0,0.2,a,0,0,0.0,0.0
607,607,571380,Lynch,Luka Lynch,3,3,4.5,0.1,u,0,0,0.0,0.0
608,608,523700,Jebbison,Daniel Jebbison,1,4,5.0,0.1,a,3,31,0.5,1.0
609,609,553746,Shahar,Leo Shahar,23,2,4.0,0.2,u,0,0,0.0,0.0
610,610,547686,De Fougerolles,Luc De Fougerolles,12,2,4.0,0.1,u,0,0,0.0,0.0
611,611,214590,Wan-Bissaka,Aaron Wan-Bissaka,3,2,4.5,0.2,a,6,152,1.5,1.5
612,612,638411,Methalie,Dayann Méthalie,29,2,4.5,0.0,a,-1,90,-0.2,-1.0
613,613,696104,Ahoka,Jules Ahoka,29,3,4.5,0.2,a,0,0,0.0,0.0
614,614,512123,Hadjam,Jaouen Hadjam,5,2,4.5,0.0,a,0,0,0.0,0.0
615,615,230650,Di Gregorio,Michele Di Gregorio,1,1,4.5,0.0,a,0,0,0.0,0.0
616,616,637238,Bouaddi,Ayyoub Bouaddi,20,3,5.5,0.2,a,2,22,0.5,1.0
617,617,490884,Cho,Mohamed-Ali Cho,14,3,5.0,0.0,a,9,72,2.2,2.2
618,618,119090,Goretzka,Leon Goretzka,3,3,5.9,0.0,i,0,0,0.0,0.0
619,619,218543,Palacios,Exequiel Palacios,15,3,5.0,0.1,a,11,275,2.8,2.8
620,620,613804,Diouf,El Hadji Malick Diouf,4,2,4.5,0.1,a,2,39,0.5,1.0
621,621,616288,McAidoo,Ryan McAidoo,20,3,4.5,0.1,a,2,11,0.5,1.0
622,622,554054,Braithwaite,Kaden Braithwaite,20,2,4.0,0.2,a,1,1,0.2,1.0
623,623,79602,Bentley,Dan Bentley,9,1,4.0,0.6,a,0,0,0.0,0.0
624,624,519324,Cozier-Duberry,Amario Cozier-Duberry,5,3,5.0,0.0,u,0,0,0.0,0.0
625,625,97846,Cairns,Alex Cairns,16,1,4.0,0.2,a,0,0,0.0,0.0
626,626,616069,Zepa,Macaulay Zepa,12,3,4.5,0.3,a,0,0,0.0,0.0
627,627,482616,Barcola,Bradley Barcola,18,3,8.0,1.8,a,7,168,2.3,2.3
628,628,624777,Allan,Allan Andrade Elias,20,3,6.0,0.0,a,0,0,0.0,0.0
629,629,155465,Zetterer,Michael Zetterer,16,1,4.0,0.7,a,0,0,0.0,0.0
630,630,245719,Harwood-Bellis,Taylor Harwood-Bellis,3,2,4.5,0.0,a,0,0,0.0,0.0
631,631,638987,Mbaye,Ibrahim Mbaye,3,3,6.0,0.1,a,2,33,0.7,1.0
632,632,626751,Ansah,Ilyas Ansah,14,4,5.0,0.0,i,0,0,0.0,0.0
633,633,605972,Ahanor,Honest Ahanor,10,2,4.5,0.0,a,3,90,1.0,3.0
634,634,613221,Fernandez-Pardo,Matias Fernandez-Pardo,23,4,6.0,0.1,a,4,157,1.3,1.3
635,635,551050,Larsson,Hugo Larsson,12,3,5.0,0.0,a,3,37,1.0,1.0
636,636,500033,Ángel,Manuel Ángel Morán Ibáñez,12,3,5.0,0.0,a,0,0,0.0,0.0
637,637,631000,Vaz,Robinio Vaz,14,4,5.0,0.1,a,2,20,0.7,1.0
638,638,496181,Norton-Cuffy,Brooke Norton-Cuffy,14,2,4.0,0.2,d,1,34,0.3,0.5
639,639,592984,Andrés,José María Andrés Baixauli,5,3,5.5,0.0,a,12,109,4.0,6.0
640,640,431639,Flemming,Zian Flemming,15,4,5.5,0.1,a,6,60,2.0,2.0
641,641,437497,Bard,Melvin Bard,16,2,4.5,0.0,a,1,18,0.3,1.0
642,642,243951,Thomas,Sorba Thomas,14,3,5.5,0.0,a,4,119,1.3,1.3
643,643,172850,Chilwell,Ben Chilwell,10,2,4.5,0.4,a,8,29,2.7,4.0
644,644,450063,Timber,Quinten Timber,10,3,5.0,0.0,a,9,253,3.0,3.0
645,645,647839,Mouzakitis,Christos Mouzakitis,14,3,5.0,0.0,a,0,0,0.0,0.0
646,646,549940,Fofana,Malick Fofana,29,3,5.5,0.0,a,3,60,1.0,1.0
647,647,533646,Osorio,Darío Osorio,10,3,5.5,0.0,a,1,1,0.3,1.0
648,648,587982,Bahoya,Jean-Mattéo Bahoya,16,3,5.0,0.0,a,1,1,0.3,1.0
649,649,154043,Maitland-Niles,Ainsley Maitland-Niles,11,2,4.5,1.3,a,21,177,7.0,7.0
650,650,442299,Affengruber,David Affengruber,12,2,4.5,0.0,a,12,180,4.0,6.0
651,651,661313,J.Angulo,Juan Angulo,29,4,4.5,0.7,a,0,0,0.0,0.0
652,652,471551,Azeez,Femi Azeez,5,3,5.5,0.0,i,0,0,0.0,0.0
653,653,595480,Samba,Floyd Samba,20,3,4.5,0.0,a,0,0,0.0,0.0
654,654,629068,Graham,Braiden Graham,11,3,4.5,0.1,a,0,0,0.0,0.0
655,655,242893,Gboho,Yann Gboho,9,3,5.5,0.0,a,0,0,0.0,0.0
656,656,566213,Mfuni,Stephen Mfuni,9,2,4.0,0.1,a,6,90,3.0,6.0
657,657,626464,Nunes,Gustavo Nunes Fernandes Gomes,4,3,4.5,0.0,a,0,0,0.0,0.0
658,658,661016,Ibrahim,Younes Ibrahim,5,3,4.5,0.0,a,0,0,0.0,0.0
659,659,665243,Miley,Mason Miley,23,3,4.5,0.0,a,0,0,0.0,0.0
660,660,612534,Fredrick,Benjamin Fredrick,4,2,4.0,0.0,a,0,0,0.0,0.0
661,661,235448,Balcombe,Ellery Balcombe,4,1,4.0,0.0,a,0,0,0.0,0.0
662,662,636846,Nicoll-Jazuli,Mahdi Nicoll-Jazuli,8,3,4.5,0.0,a,1,3,1.0,1.0
663,663,578512,Pivas,Miodrag Pivas,23,2,4.0,0.0,a,0,0,0.0,0.0
664,664,601767,Salia,Vakhtang Salia,23,4,4.5,0.1,a,0,0,0.0,0.0
665,665,655585,Mills,Michael Mills,23,3,4.5,0.0,a,0,0,0.0,0.0
666,666,671875,Thompson,Kyran Thompson,23,3,4.5,0.0,a,0,0,0.0,0.0
667,667,481283,Wright,James Wright,3,1,4.0,0.1,a,0,0,0.0,0.0
